date,open,high,low,close,volume
2024-08-26,154.699997,158.279999,148.910004,149.990005,49893300
2024-08-27,150.130005,151.699997,148.440002,150.500000,35102700
2024-08-28,149.399994,150.429993,144.720001,146.360001,34075800
2024-08-29,146.589996,149.490005,144.470001,145.490005,31602100
2024-08-30,147.520004,148.990005,145.250000,148.559998,31169100
2024-09-03,146.410004,146.490005,136.100006,136.940002,42172700
2024-09-04,140.509995,143.369995,138.509995,140.869995,42130600
2024-09-05,138.199997,141.710007,137.830002,139.440002,25023000
2024-09-06,138.699997,139.130005,132.110001,134.350006,39993500
2024-09-09,136.100006,138.449997,134.860001,138.149994,27194500
2024-09-10,139.059998,143.080002,137.250000,142.839996,37217500
2024-09-11,145.320007,150.160004,140.710007,149.860001,50935400
2024-09-12,148.429993,151.539993,147.649994,150.770004,29233700
2024-09-13,152.320007,153.029999,150.699997,152.309998,25117200
2024-09-16,151.699997,154.440002,150.910004,152.080002,27677800
2024-09-17,153.550003,154.039993,149.229996,150.820007,29889000
2024-09-18,150.899994,152.820007,148.009995,148.289993,26320100
2024-09-19,153.809998,159.250000,152.770004,156.740005,44500000
2024-09-20,156.000000,157.449997,152.470001,155.949997,40248200
2024-09-23,156.449997,157.190002,154.970001,156.750000,21728500
2024-09-24,157.460007,159.639999,154.580002,158.320007,27531200
2024-09-25,158.500000,162.949997,158.179993,162.020004,35233300
2024-09-26,167.059998,168.679993,164.050003,167.490005,38044900
2024-09-27,167.479996,168.729996,163.740005,164.350006,27876000
2024-09-30,163.100006,165.080002,162.179993,164.080002,21881600
2024-10-01,164.479996,165.399994,158.080002,159.750000,31831900
2024-10-02,159.309998,163.100006,158.669998,159.779999,24630400
2024-10-03,159.710007,166.789993,159.399994,162.850006,29598800
2024-10-04,166.529999,171.210007,164.419998,170.899994,44556500
2024-10-07,171.080002,172.410004,168.210007,170.970001,38379900
2024-10-08,171.750000,173.600006,170.000000,172.800003,34730200
2024-10-09,174.050003,174.050003,169.550003,171.020004,33890700
2024-10-10,169.759995,172.009995,162.000000,164.179993,75113600
2024-10-11,164.190002,169.350006,163.009995,167.889999,42136200
2024-10-14,167.770004,168.899994,165.149994,165.270004,31757200
2024-10-15,163.210007,164.130005,155.740005,156.639999,50768000
2024-10-16,158.070007,158.279999,154.919998,156.130005,30575800
2024-10-17,160.000000,160.440002,156.199997,156.250000,29491900
2024-10-18,157.410004,158.009995,155.559998,155.970001,23823000
2024-10-21,155.759995,158.000000,154.149994,157.899994,25781200
2024-10-22,156.600006,156.740005,151.910004,154.089996,34997400
2024-10-23,153.000000,153.449997,150.520004,152.910004,26095900
2024-10-24,154.740005,155.190002,152.350006,153.440002,22877000
2024-10-25,155.399994,158.910004,155.050003,156.229996,29758500
2024-10-28,158.500000,160.279999,157.039993,159.919998,36010100
2024-10-29,161.100006,167.509995,158.940002,166.250000,71896000
2024-10-30,153.009995,153.119995,148.100006,148.600006,87701700
2024-10-31,147.800003,148.679993,143.330002,144.070007,44386600
2024-11-01,144.440002,144.539993,141.320007,141.860001,39027400
2024-11-04,141.699997,143.639999,139.720001,140.710007,29117400
2024-11-05,141.940002,143.080002,140.800003,141.660004,27067300
2024-11-06,144.949997,145.630005,141.520004,145.100006,32911500
2024-11-07,146.679993,150.119995,145.660004,149.820007,30326400
2024-11-08,149.389999,150.710007,147.529999,147.949997,27560300
2024-11-11,147.380005,148.570007,144.910004,147.350006,29868100
2024-11-12,147.000000,147.449997,141.550003,143.630005,33560300
2024-11-13,142.860001,144.490005,139.070007,139.300003,35146600
2024-11-14,140.339996,141.399994,138.559998,138.839996,31681400
2024-11-15,136.570007,137.350006,133.649994,134.899994,44217500
2024-11-18,138.190002,140.899994,137.210007,138.929993,38705400
2024-11-19,137.410004,139.750000,137.139999,139.389999,23131400
2024-11-20,138.960007,140.770004,135.479996,137.600006,28843100
2024-11-21,138.869995,140.279999,134.929993,137.490005,29311400
2024-11-22,137.350006,139.130005,137.039993,138.350006,21784700
2024-11-25,140.490005,142.350006,139.050003,141.130005,30923100
2024-11-26,142.550003,142.800003,136.619995,137.720001,32092400
2024-11-27,137.199997,137.940002,132.960007,136.240005,30175300
2024-11-29,136.240005,138.589996,135.779999,137.179993,16085700
2024-12-02,137.919998,142.820007,137.800003,142.059998,33102400
2024-12-03,142.580002,143.449997,141.080002,141.979996,22665300
2024-12-04,142.960007,144.119995,141.179993,143.990005,25942700
2024-12-05,143.679993,143.949997,140.380005,141.360001,29576900
2024-12-06,141.479996,142.789993,137.399994,138.589996,33576800
2024-12-09,135.710007,135.770004,130.000000,130.869995,57055600
2024-12-10,131.559998,131.559998,127.070000,127.739998,38907200
2024-12-11,128.520004,131.210007,126.220001,130.149994,45588100
2024-12-12,130.000000,132.320007,129.070007,130.600006,34267100
2024-12-13,131.300003,131.300003,124.769997,126.910004,67544700
2024-12-16,126.010002,127.760002,123.120003,126.690002,42090300
2024-12-17,124.449997,127.080002,123.150002,125.019997,43314900
2024-12-18,125.430000,127.750000,120.430000,121.410004,49724400
2024-12-19,122.160004,123.379997,118.449997,118.879997,46160700
2024-12-20,118.000000,121.860001,117.900002,119.209999,53591200
2024-12-23,120.709999,126.339996,120.470001,124.599998,47777900
2024-12-24,127.510002,127.510002,124.660004,126.290001,24829600
2024-12-26,125.519997,127.300003,125.050003,125.059998,24998200
2024-12-27,124.370003,126.180000,122.260002,125.190002,32924000
2024-12-30,123.559998,124.099998,122.349998,122.440002,30501600
2024-12-31,123.099998,123.550003,120.139999,120.790001,30203400
2025-01-02,122.290001,123.139999,119.440002,120.629997,34256200
2025-01-03,121.650002,125.559998,121.419998,125.370003,36785300
2025-01-06,129.070007,130.729996,127.360001,129.550003,48020200
2025-01-07,130.509995,131.710007,126.849998,127.330002,39220400
2025-01-08,124.510002,125.300003,120.120003,121.839996,46723100
2025-01-10,118.180000,118.709999,114.449997,116.040001,59415600
2025-01-13,115.279999,117.480003,114.410004,117.320000,39128900
2025-01-14,118.000000,118.660004,114.500000,116.089996,37005300
2025-01-15,117.550003,120.419998,117.459999,119.959999,38185800
2025-01-16,120.239998,121.089996,118.250000,118.440002,29414100
2025-01-17,120.779999,122.739998,120.550003,121.459999,35765900
2025-01-21,122.389999,123.750000,121.120003,122.279999,31578800
2025-01-22,123.080002,125.650002,121.910004,123.750000,35023800
2025-01-23,121.430000,123.709999,120.629997,123.040001,24921100
2025-01-24,124.550003,125.250000,122.230003,122.839996,31570300
2025-01-27,117.800003,118.080002,112.800003,115.010002,61067900
2025-01-28,115.180000,116.150002,112.949997,114.169998,40554800
