date,open,high,low,close,volume
2024-08-26,209.300003,210.850006,202.679993,204.000000,5437100
2024-08-27,201.839996,202.500000,194.100006,198.300003,5992900
2024-08-28,195.020004,197.490005,187.729996,190.199997,4995700
2024-08-29,194.000000,196.500000,187.600006,188.279999,3841800
2024-08-30,189.220001,189.940002,180.039993,183.360001,7307200
2024-09-03,182.000000,182.699997,168.070007,169.130005,9746600
2024-09-04,166.500000,169.039993,160.669998,163.220001,7826400
2024-09-05,161.619995,166.369995,158.119995,159.699997,5732700
2024-09-06,163.240005,164.149994,146.119995,147.350006,11026600
2024-09-09,151.270004,157.399994,150.059998,155.050003,9256700
2024-09-10,155.009995,159.139999,149.509995,158.460007,5824800
2024-09-11,153.559998,158.839996,149.949997,157.149994,6417400
2024-09-12,158.610001,165.429993,156.100006,162.889999,6689300
2024-09-13,162.240005,168.929993,161.580002,163.050003,5953600
2024-09-16,158.500000,163.160004,155.880005,161.500000,4686200
2024-09-17,164.139999,167.669998,160.500000,162.449997,5225200
2024-09-18,161.539993,169.100006,160.800003,162.639999,5027400
2024-09-19,172.000000,175.389999,167.000000,168.240005,9299100
2024-09-20,168.990005,173.389999,165.399994,170.089996,8152300
2024-09-23,171.300003,173.570007,168.699997,170.220001,4933200
2024-09-24,170.380005,172.250000,163.809998,171.679993,6035500
2024-09-25,170.300003,173.940002,166.880005,167.080002,5359900
2024-09-26,170.610001,181.490005,170.259995,179.929993,12455200
2024-09-27,183.070007,192.449997,179.500000,191.229996,10563400
2024-09-30,184.190002,185.410004,177.000000,178.169998,11710000
2024-10-01,178.720001,178.899994,160.000000,165.009995,15210500
2024-10-02,163.029999,169.289993,161.389999,164.470001,7881100
2024-10-03,162.830002,166.410004,161.410004,163.100006,4298600
2024-10-04,167.960007,171.240005,164.000000,170.910004,6852400
2024-10-07,172.000000,176.149994,166.889999,168.919998,6797500
2024-10-08,166.360001,170.050003,165.020004,167.690002,5696100
2024-10-09,167.690002,172.490005,165.779999,166.970001,5725000
2024-10-10,166.050003,167.309998,161.869995,164.270004,5379900
2024-10-11,165.539993,179.179993,165.220001,176.380005,10767100
2024-10-14,181.190002,197.690002,178.270004,196.350006,18131400
2024-10-15,195.679993,204.899994,188.309998,196.339996,17324800
2024-10-16,203.529999,212.419998,197.600006,210.479996,13970000
