date,open,high,low,close,volume
2024-08-26,176.699997,177.470001,174.300003,175.500000,22366200
2024-08-27,174.149994,174.889999,172.250000,173.119995,29842000
2024-08-28,173.690002,173.690002,168.919998,170.800003,29045000
2024-08-29,173.220001,174.289993,170.809998,172.119995,26407800
2024-08-30,172.779999,178.899994,172.600006,178.500000,43429400
2024-09-03,177.550003,178.259995,175.259995,176.250000,37817500
2024-09-04,174.479996,175.979996,172.539993,173.330002,30309200
2024-09-05,175.000000,179.880005,175.000000,177.889999,40170500
2024-09-06,177.240005,178.380005,171.160004,171.389999,41466500
2024-09-09,174.529999,175.850006,173.509995,175.399994,29037400
2024-09-10,177.490005,180.500000,176.789993,179.550003,36233800
2024-09-11,180.100006,184.990005,175.729996,184.520004,42564700
2024-09-12,184.800003,187.410004,183.539993,187.000000,33544200
2024-09-13,187.000000,188.500000,185.910004,186.490005,26495400
2024-09-16,185.289993,185.809998,183.360001,184.889999,26065500
2024-09-17,186.850006,189.449997,186.139999,186.880005,26091700
2024-09-18,186.449997,188.800003,185.059998,186.429993,34448100
2024-09-19,190.039993,190.990005,188.470001,189.869995,39543200
2024-09-20,190.229996,191.839996,187.410004,191.600006,100378600
2024-09-23,191.639999,194.449997,190.570007,193.880005,36993100
2024-09-24,194.270004,195.369995,190.130005,193.960007,43478900
2024-09-25,193.750000,193.949997,192.160004,192.529999,26391100
2024-09-26,194.309998,194.529999,189.539993,191.160004,36334900
2024-09-27,190.679993,190.899994,187.339996,187.970001,36002300
2024-09-30,187.139999,188.490005,184.649994,186.330002,41583900
2024-10-01,184.899994,186.190002,183.449997,185.130005,36044900
2024-10-02,184.440002,186.600006,184.039993,184.759995,23704100
2024-10-03,183.050003,183.440002,180.880005,181.960007,30204300
2024-10-04,185.750000,187.600006,183.600006,186.509995,40890300
2024-10-07,182.949997,183.600006,180.250000,180.800003,42364200
2024-10-08,181.919998,183.089996,180.919998,182.720001,26372100
2024-10-09,182.820007,185.850006,182.050003,185.169998,26343100
2024-10-10,187.130005,188.130005,185.830002,186.649994,27785000
2024-10-11,186.630005,189.929993,186.300003,188.820007,25751600
2024-10-14,189.779999,189.830002,187.360001,187.539993,22614400
2024-10-15,187.630005,188.410004,184.580002,187.690002,32178900
2024-10-16,187.050003,187.779999,185.610001,186.889999,23456800
2024-10-17,188.220001,188.940002,186.000000,187.529999,25039400
